4042.565393;4928;22;83;2.690000;2.055712;0.356176
4042.565441;2387;12;69;3.211759;3.018332;0.093683
4042.565456;494;14;27;3.990000;3.792574;0.056726
4042.565560;5309;5;102;3.014119;1.996538;0.682941
4042.565639;1650;29;100;3.702912;3.319919;0.891167
4042.565707;614;2;138;2.819092;2.540222;0.194869
4042.565708;3380;8;55;3.359649;3.030359;0.036261
4042.565728;4702;16;62;2.931485;2.395376;0.321497
4042.565779;50;17;184;2.849361;2.627609;0.108930
4042.565816;2345;21;146;2.690000;2.390030;0.167832
4042.565820;6365;3;22;3.715373;2.263034;0.192690
4042.565833;4393;11;15;2.798562;2.377288;0.125435
4042.565909;1800;16;150;3.949152;3.533938;0.350191
4042.565910;4833;17;117;3.617536;2.812251;0.067592
4042.565937;3846;15;151;3.450996;2.972757;0.482317
4042.565956;3727;31;20;2.690000;2.187118;0.356629
4042.565961;5499;2;54;3.757861;2.256622;1.335520
4042.565988;4412;2;65;2.690000;2.151628;1.766169
4042.566081;1729;16;138;2.928075;2.724180;0.545838
4042.566112;4809;11;106;3.475291;2.718394;0.127722
4042.566115;2074;21;132;3.990000;3.555205;0.032731
4042.566140;2525;29;142;3.835348;3.354048;0.687038
4042.566145;5091;3;24;3.522541;2.522547;1.310233
4042.566157;3554;13;172;3.938450;3.369627;0.058096
4042.566250;1632;27;97;2.851982;2.582978;0.635606
4042.566316;1797;32;20;3.568326;3.152045;2.163611
4042.566428;4534;33;39;2.690000;2.062264;1.144034
4042.566472;340;33;8;3.219694;3.040669;2.125992
4042.566523;2719;34;123;3.990000;3.361491;0.896923
4042.566582;3927;32;132;3.600690;2.883973;0.208045
4042.566697;1201;26;68;3.990000;3.662319;0.221697
4042.566786;5658;18;101;3.202760;2.294973;0.035615
4042.566839;300;29;47;2.907376;2.638433;0.291794
4042.566966;6876;33;65;3.345480;1.211433;1.590967
4042.567026;2299;18;82;3.990000;3.553304;0.052568
4042.567033;1446;29;108;3.990000;3.620082;0.896512
4042.567040;3744;7;50;2.690000;2.292655;0.105578
4042.567043;3101;28;131;3.087413;2.699536;0.073950
4042.567118;3550;26;59;2.857510;2.457648;0.073849
4042.567133;2603;19;189;3.978491;3.352706;1.214868
4042.567183;6480;19;163;3.990000;2.264748;0.266768
4042.567193;6704;28;179;3.609918;1.876004;0.773717
4042.567203;5181;22;61;3.383885;2.569387;0.039040
4042.567279;2678;0;63;3.990000;3.424113;2.385411
4042.567356;4556;15;22;3.840443;3.147184;0.349069
4042.567425;5748;9;147;3.990000;2.511814;0.119779
4042.567441;6221;22;157;3.216703;1.885459;0.178363
4042.567459;4107;21;27;3.330899;2.895709;0.020563
4042.567474;917;20;178;3.990000;3.617299;0.138169
4042.567543;339;21;180;3.963494;3.584799;0.190339
4042.567652;1674;29;30;3.990000;3.596133;0.063488
4042.567686;2723;10;161;2.931015;2.623373;0.294681
4042.567722;6848;30;170;3.594984;1.823008;0.535935
4042.567726;1584;19;125;3.415811;3.120870;0.082970
4042.567729;6253;25;138;3.690676;2.161167;0.160961
4042.567764;4178;8;49;2.690000;2.124185;0.062488
4042.567833;1260;10;76;3.990000;3.662157;0.067406
4042.567880;223;2;115;3.373350;3.083904;0.244809
4042.567881;2852;4;123;3.590877;3.125004;0.123744
4042.567890;730;11;114;3.990000;3.734775;0.284535
4042.567935;3317;2;72;3.306332;2.748574;1.311727
4042.567937;842;33;98;3.990000;3.542008;0.932086
4042.568017;6759;32;12;3.774013;1.761948;0.905569
4042.568073;2793;26;158;2.950811;2.577625;0.081493
4042.568146;1548;32;90;3.188098;2.857952;0.781649
4042.568168;6141;11;113;3.497913;1.983560;0.375230
4042.568214;2842;30;118;3.726956;3.240225;0.811727
4042.568235;860;35;50;3.887164;3.462076;2.696378
4042.568270;486;25;143;2.993198;2.780153;0.144627
4042.568322;3482;30;112;2.942011;2.448048;0.099480
4042.568343;6091;35;170;3.644515;2.279568;2.484816
