Time;PeopleCount;WindowSize;CellsInMeter;MeanSpeed;Density;Flow
6.000000;1;5;2.500000;1.145353;0.001294;0.000000
16.000000;31;5;2.500000;1.309223;0.040114;0.000000
26.000000;57;5;2.500000;1.340812;0.073758;0.000000
36.000000;91;5;2.500000;1.340298;0.117754;0.108333
46.000000;125;5;2.500000;1.347150;0.161749;0.275000
56.000000;150;5;2.500000;1.341624;0.194099;0.241667
66.000000;186;5;2.500000;1.340601;0.240683;0.316667
76.000000;212;5;2.500000;1.342229;0.274327;0.266667
86.000000;241;5;2.500000;1.336430;0.311853;0.358333
96.000000;269;5;2.500000;1.340192;0.348085;0.425000
106.000000;302;5;2.500000;1.340262;0.390787;0.466667
116.000000;338;5;2.500000;1.345540;0.437371;0.625000
126.000000;367;5;2.500000;1.347682;0.474896;0.616667
136.000000;396;5;2.500000;1.340234;0.512422;0.641667
146.000000;424;5;2.500000;1.337741;0.548654;0.591667
156.000000;453;5;2.500000;1.335118;0.586180;0.633333
166.000000;484;5;2.500000;1.336407;0.626294;0.833333
176.000000;510;5;2.500000;1.334834;0.659938;0.866667
186.000000;540;5;2.500000;1.335286;0.698758;1.058333
196.000000;565;5;2.500000;1.335884;0.731108;0.741667
206.000000;596;5;2.500000;1.331270;0.771222;0.900000
216.000000;631;5;2.500000;1.334378;0.816511;1.050000
226.000000;661;5;2.500000;1.334165;0.855331;1.091667
236.000000;695;5;2.500000;1.332846;0.899327;1.250000
246.000000;720;5;2.500000;1.330566;0.931677;1.175000
256.000000;753;5;2.500000;1.331145;0.974379;1.050000
266.000000;777;5;2.500000;1.329369;1.005435;1.266667
276.000000;807;5;2.500000;1.333094;1.044255;1.266667
286.000000;837;5;2.500000;1.333249;1.083075;1.275000
296.000000;866;5;2.500000;1.334277;1.120600;1.583333
306.000000;894;5;2.500000;1.333225;1.156832;1.383333
316.000000;928;5;2.500000;1.331072;1.200828;1.550000
326.000000;954;5;2.500000;1.333351;1.234472;1.441667
336.000000;987;5;2.500000;1.332198;1.277174;1.550000
346.000000;1012;5;2.500000;1.330229;1.309524;1.625000
356.000000;1037;5;2.500000;1.329323;1.341874;1.741667
366.000297;1067;5;2.500000;1.328800;1.380694;1.674950
