5928.968109;2628;6;1;3.990000;2.572940;2.529842
5928.968329;2261;3;96;3.990000;2.431173;1.679460
5928.968398;2806;6;108;3.990000;1.901624;1.541780
5928.968413;1107;14;42;3.959236;3.252527;3.919443
5928.968417;2924;18;123;3.615963;1.892834;1.462034
5928.968517;1877;5;96;3.011422;2.022339;0.813302
5928.968572;852;12;123;3.281128;2.809719;1.825175
5928.968683;2655;14;74;3.469682;2.226460;2.074835
5928.968711;2869;12;100;3.609210;2.078255;1.501499
5928.968792;1745;6;105;3.466640;2.668472;0.649645
5928.968846;974;19;75;3.091760;2.515082;0.443953
5928.968925;2877;7;90;3.845264;2.207463;1.928040
5928.968967;1098;16;26;3.728897;2.874919;2.105521
5928.969212;2387;16;7;2.966432;1.992694;0.601051
5928.969232;1294;20;56;3.751844;2.764637;0.568431
5928.969273;343;12;8;2.914160;2.567583;1.548475
5928.969310;36;21;48;3.951877;3.413259;1.107683
5928.969388;75;20;64;2.690000;2.355176;1.169155
5928.969532;1017;11;114;3.990000;3.279718;0.655767
5928.969588;2098;1;108;3.990000;2.480276;0.602754
5928.969609;2337;8;90;3.539938;2.436645;1.707117
5928.969637;1763;2;94;2.690000;1.814960;0.650211
5928.969865;515;9;99;3.920671;3.346892;0.487804
5928.969888;2779;13;21;3.990000;2.363138;2.166068
5928.970109;760;19;126;2.822793;2.324237;1.164560
5928.970325;2301;2;46;3.406624;1.921613;0.558194
5928.970350;1267;6;2;3.990000;3.227660;1.449542
5928.970409;693;23;82;2.726508;2.268907;0.280963
5928.970590;2019;3;122;3.990000;2.492013;1.823196
5928.970619;315;7;48;3.899134;3.285871;2.327464
5928.970725;866;15;127;3.732949;3.147503;0.908571
5928.970762;2271;5;58;3.404025;2.139263;0.602346
5928.970819;1811;6;92;3.490633;2.583878;1.174853
5928.970847;2417;16;16;3.129332;2.158962;0.394569
5928.970948;1071;21;104;2.990292;2.364435;0.882443
5928.970953;179;12;114;3.990000;3.352554;1.381040
5928.971214;1490;0;95;2.690000;1.966603;1.198956
5928.971461;2162;6;22;2.809537;2.063445;2.361064
5928.971558;983;23;10;3.990000;3.100200;0.966047
5928.971712;2237;5;10;3.809439;2.670237;1.197474
5928.971725;2826;18;125;3.440590;1.982499;1.057280
5928.971844;2139;9;63;3.990000;2.821393;1.926542
5928.971905;1167;19;129;3.418564;2.822537;1.799576
5928.971914;2967;7;13;3.990000;2.086633;1.144847
5928.971939;2974;23;62;3.990000;1.171026;0.939195
5928.972011;2210;8;111;3.990000;2.830040;2.247837
5928.972158;556;5;24;3.990000;3.299179;1.682723
5928.972166;185;13;70;2.690000;2.401521;2.016938
5928.972173;364;2;84;3.605603;3.079406;0.419386
5928.972174;2473;16;36;2.947535;2.044463;0.902232
5928.972223;836;23;43;3.686960;2.997939;0.997312
5928.972311;1397;19;114;3.353494;2.682348;1.624400
5928.972465;2878;9;40;2.690000;1.559146;0.916308
5928.972486;878;5;8;3.990000;3.365971;1.061247
5928.973100;1976;9;89;3.255769;2.419458;0.680710
5928.973106;987;1;19;3.342647;2.703046;0.871519
5928.973161;1841;1;95;2.690000;1.878532;0.881937
5928.973293;2359;6;47;3.896154;2.683629;1.425891
5928.973376;2295;6;30;2.690000;1.727795;1.831300
5928.973398;81;23;85;3.990000;3.438046;1.299323
5928.973406;126;13;45;3.776393;3.317554;3.026355
5928.973425;1549;10;74;2.999107;2.393532;1.136430
5928.973458;975;6;109;3.650767;3.035593;1.150387
5928.973656;2573;7;93;3.990000;2.570033;1.440444
5928.973975;2226;4;13;3.818698;2.320110;1.407878
5928.974104;643;11;127;2.690000;2.328511;1.444872
5928.974298;1089;0;121;2.690000;2.133671;0.625193
5928.974346;2404;23;100;3.231878;1.927940;1.147873
5928.974347;385;4;57;3.881912;3.254661;1.133384
5928.974356;2153;21;116;3.200026;1.989359;0.502774
5928.974361;1181;0;3;3.191732;2.663687;1.484128
5928.974416;1272;0;87;2.690000;2.017995;0.392170
5928.974501;2280;13;104;3.930549;2.699186;1.726691
5928.974511;2168;15;68;3.918666;2.830822;2.751757
