Time;PeopleCount;WindowSize;CellsInMeter;MeanSpeed;Density;Flow
6.000000;1;5;2.500000;1.145353;0.001294;0.000000
16.000000;31;5;2.500000;1.306864;0.040114;0.000000
26.000000;64;5;2.500000;1.345361;0.082816;0.000000
36.000000;94;5;2.500000;1.336789;0.121636;0.108333
46.000000;127;5;2.500000;1.337616;0.164337;0.283333
56.000000;154;5;2.500000;1.334740;0.199275;0.258333
66.000000;185;5;2.500000;1.325086;0.239389;0.258333
76.000000;214;5;2.500000;1.321072;0.276915;0.258333
86.000000;242;5;2.500000;1.316823;0.313147;0.358333
96.000000;272;5;2.500000;1.315663;0.351967;0.400000
106.000000;302;5;2.500000;1.322671;0.390787;0.516667
116.000000;333;5;2.500000;1.323409;0.430901;0.508333
126.000000;362;5;2.500000;1.329240;0.468427;0.483333
136.000000;389;5;2.500000;1.337393;0.503364;0.666667
146.000000;420;5;2.500000;1.334809;0.543478;0.575000
156.000000;450;5;2.500000;1.336053;0.582298;0.708333
166.000000;485;5;2.500000;1.334174;0.627588;0.716667
176.000000;513;5;2.500000;1.336705;0.663820;0.758333
186.000000;547;5;2.500000;1.330037;0.707816;0.891667
196.000000;573;5;2.500000;1.333122;0.741460;0.950000
206.000000;605;5;2.500000;1.324927;0.782867;0.825000
216.000000;635;5;2.500000;1.315517;0.821687;1.025000
226.000000;664;5;2.500000;1.319921;0.859213;0.925000
236.000000;697;5;2.500000;1.316571;0.901915;0.991667
246.000000;726;5;2.500000;1.310193;0.939441;1.183333
256.000000;755;5;2.500000;1.307771;0.976967;1.083333
266.000000;788;5;2.500000;1.290397;1.019669;1.150000
276.000000;811;5;2.500000;1.295468;1.049431;1.250000
286.000000;838;5;2.500000;1.288564;1.084369;1.341667
296.000162;870;5;2.500000;1.279948;1.125776;1.199981
306.000221;899;5;2.500000;1.262975;1.163302;1.191660
316.000454;931;5;2.500000;1.244257;1.204710;1.158306
326.000652;959;5;2.500000;1.222095;1.240942;1.316641
336.001203;991;5;2.500000;1.216602;1.282350;1.383257
346.001436;1022;5;2.500000;1.220814;1.322464;1.408301
356.001485;1052;5;2.500000;1.209707;1.361284;1.516659
366.001536;1088;5;2.500000;1.202096;1.407867;1.399993
376.001922;1112;5;2.500000;1.186173;1.438923;1.466610
386.002348;1141;5;2.500000;1.160956;1.476449;1.391607
396.002501;1177;5;2.500000;1.151427;1.523033;1.499977
406.003118;1204;5;2.500000;1.142265;1.557971;1.491575
416.003245;1230;5;2.500000;1.132670;1.591615;1.466648
426.003343;1257;5;2.500000;1.122022;1.626553;1.524985
436.003902;1289;5;2.500000;1.106281;1.667961;1.516582
446.004332;1317;5;2.500000;1.095319;1.704193;1.516601
456.004352;1348;5;2.500000;1.089937;1.744306;1.533330
466.004390;1374;5;2.500000;1.086232;1.777950;1.599994
476.004836;1406;5;2.500000;1.070034;1.819358;1.833252
486.004931;1435;5;2.500000;1.058134;1.856884;1.749983
496.004942;1464;5;2.500000;1.040975;1.894410;1.633332
506.005178;1494;5;2.500000;1.039932;1.933230;1.624962
516.005305;1521;5;2.500000;1.024149;1.968168;1.808311
526.005403;1553;5;2.500000;1.015669;2.009576;1.741650
536.005477;1583;5;2.500000;1.010650;2.048395;1.766654
546.005513;1613;5;2.500000;0.995493;2.087215;1.741661
556.005640;1646;5;2.500000;0.994347;2.129917;1.791644
566.005957;1671;5;2.500000;0.990107;2.162267;1.741611
576.006121;1702;5;2.500000;0.986442;2.202381;1.658306
586.006239;1731;5;2.500000;0.980083;2.239907;1.766646
596.006435;1764;5;2.500000;0.981960;2.282609;1.891630
606.006588;1790;5;2.500000;0.985761;2.316253;1.774973
616.006606;1814;5;2.500000;0.976238;2.347308;1.958330
626.006608;1838;5;2.500000;0.978396;2.378364;1.991666
636.006675;1870;5;2.500000;0.975160;2.419772;1.958320
646.006788;1894;5;2.500000;0.975432;2.450828;1.866646
656.007053;1921;5;2.500000;0.972900;2.485766;1.949948
666.007142;1944;5;2.500000;0.972718;2.515528;2.183314
676.007316;1971;5;2.500000;0.969596;2.550466;2.024965
686.007540;1999;5;2.500000;0.974025;2.586698;2.024955
696.007628;2028;5;2.500000;0.970588;2.624224;2.024982
706.007724;2053;5;2.500000;0.968744;2.656573;2.174979
716.007762;2082;5;2.500000;0.970930;2.694099;2.083325
726.008028;2112;5;2.500000;0.966624;2.732919;2.124943
736.008131;2137;5;2.500000;0.965280;2.765269;2.116645
746.008153;2166;5;2.500000;0.969906;2.802795;2.333328
756.008208;2191;5;2.500000;0.971899;2.835145;1.924989
766.008230;2222;5;2.500000;0.965785;2.875259;2.249995
776.008478;2251;5;2.500000;0.968116;2.912785;2.424940
786.008551;2270;5;2.500000;0.966679;2.937371;2.524981
