Time;PeopleCount;WindowSize;CellsInMeter;MeanSpeed;Density;Flow
5.000000;1;5;2.500000;1.400719;0.001294;0.000000
15.000000;33;5;2.500000;1.410690;0.042702;0.000000
25.000000;60;5;2.500000;1.391269;0.077640;0.000000
35.000000;90;5;2.500000;1.408454;0.116460;0.116667
45.000000;123;5;2.500000;1.390454;0.159161;0.300000
55.000000;153;5;2.500000;1.376482;0.197981;0.233333
65.000000;182;5;2.500000;1.370355;0.235507;0.225000
75.000000;214;5;2.500000;1.391095;0.276915;0.300000
85.000000;244;5;2.500000;1.377975;0.315735;0.375000
95.000000;275;5;2.500000;1.362525;0.355849;0.458333
105.000000;303;5;2.500000;1.370683;0.392081;0.500000
115.000000;336;5;2.500000;1.380573;0.434783;0.450000
125.000000;365;5;2.500000;1.372111;0.472308;0.558333
135.000000;391;5;2.500000;1.372642;0.505952;0.691667
145.000000;427;5;2.500000;1.370582;0.552536;0.708333
155.000000;450;5;2.500000;1.362376;0.582298;0.700000
165.000000;482;5;2.500000;1.366734;0.623706;0.650000
175.000000;513;5;2.500000;1.367465;0.663820;0.791667
185.000000;540;5;2.500000;1.362894;0.698758;0.950000
195.000000;570;5;2.500000;1.367945;0.737578;0.966667
205.000000;599;5;2.500000;1.365751;0.775104;0.866667
215.000000;627;5;2.500000;1.361812;0.811335;0.958333
225.000000;654;5;2.500000;1.358235;0.846273;0.975000
235.000000;681;5;2.500000;1.364490;0.881211;1.141667
245.000000;712;5;2.500000;1.362188;0.921325;1.091667
255.000000;740;5;2.500000;1.360555;0.957557;1.108333
265.000000;772;5;2.500000;1.351058;0.998965;1.158333
275.000000;798;5;2.500000;1.357001;1.032609;1.291667
285.000000;830;5;2.500000;1.350501;1.074017;1.300000
295.000000;857;5;2.500000;1.345849;1.108954;1.233333
305.001607;885;5;2.500000;1.349689;1.145186;1.258131
315.001911;918;5;2.500000;1.349768;1.187888;1.399957
325.002356;944;5;2.500000;1.344293;1.221532;1.566597
335.002392;977;5;2.500000;1.348166;1.264234;1.449995
345.002717;1004;5;2.500000;1.337522;1.299172;1.516617
355.003005;1031;5;2.500000;1.333905;1.334110;1.374960
365.003036;1054;5;2.500000;1.318346;1.363872;1.616662
375.003172;1077;5;2.500000;1.320236;1.393634;1.583312
385.003337;1093;5;2.500000;1.314160;1.414337;1.541641
395.003435;1118;5;2.500000;1.302025;1.446687;1.616651
405.003504;1142;5;2.500000;1.301286;1.477743;1.633322
415.003581;1164;5;2.500000;1.297046;1.506211;1.708320
425.003711;1180;5;2.500000;1.298412;1.526915;1.666645
435.003901;1193;5;2.500000;1.283123;1.543737;1.716634
445.003906;1205;5;2.500000;1.246100;1.559265;1.658333
455.003966;1218;5;2.500000;1.227073;1.576087;1.566657
465.004027;1227;5;2.500000;1.214906;1.587733;1.649990
475.004068;1236;5;2.500000;1.202340;1.599379;1.633327
485.004418;1251;5;2.500000;1.176467;1.618789;1.549946
495.004559;1261;5;2.500000;1.189887;1.631729;1.541645
505.004642;1274;5;2.500000;1.163391;1.648551;1.683319
515.004740;1287;5;2.500000;1.166277;1.665373;1.458319
525.004925;1298;5;2.500000;1.156664;1.679607;1.658303
535.004980;1310;5;2.500000;1.139990;1.695135;1.524992
545.005008;1324;5;2.500000;1.123846;1.713251;1.516662
555.005261;1339;5;2.500000;1.120569;1.732660;1.541628
